Mass (kg),Avg. Damping time,Predicted Y,Squared Error,S_xx,S_yy,S_xy
0.02,32.1,31.203220696937702,0.8042131184009031,0.023716,912.0399999999997,4.650799999999999
0.05,38.1,37.261034846884904,0.7038625281414389,0.015375999999999996,585.6399999999998,3.000799999999999
0.1,53.1,47.357391763463575,32.977549358336006,0.005475999999999997,84.63999999999992,0.6807999999999995
0.2,57.2,67.55010559662091,107.12468586120342,0.0006760000000000013,26.00999999999994,-0.13259999999999997
0.5,131.0,128.12824709609293,8.246964741098664,0.10627600000000001,4719.6900000000005,22.3962
